日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
2019-01-03,11445867,1141171847,98.3,100.5,97.7,99.9,1.7,7138
2019-01-03,5715799,877545247,151.5,156.5,151.0,153.0,-0.5,3931
2019-01-03,11729970,1847817294,154.5,161.5,153.5,156.5,3.5,6476
2019-01-03,10463389,1677111740,156.5,163.5,155.5,161.5,5.0,6519
2019-01-03,5011186,809048132,161.0,163.0,160.0,162.5,1.0,3152
2019-01-03,8773467,1453447088,164.5,169.5,162.0,165.5,3.0,5363
2019-01-03,9964013,1644950632,167.0,170.0,161.5,164.0,-1.5,5548
2019-01-03,8470789,1375113818,164.5,167.0,159.5,161.5,-2.5,4747
2019-01-03,4598462,748399306,163.5,164.5,161.0,163.0,1.5,2900
2019-01-03,5332559,867090617,164.0,165.0,159.5,162.5,-0.5,3541
2019-01-03,3944914,647605724,163.5,166.0,162.0,164.0,1.5,2291
2019-01-03,8075933,1342341878,168.0,169.0,163.0,166.0,2.0,4748
2019-01-03,5443444,854598320,158.0,160.5,154.0,155.0,-1.0,3962
2019-01-03,3876056,596974088,155.0,156.0,152.5,153.5,-1.5,2422
2019-01-03,5587522,932128426,166.0,168.5,164.5,168.0,2.0,3439
2019-01-03,4846456,827911976,170.5,172.5,169.0,171.0,0.5,3128
2019-01-03,4750455,818301524,170.0,175.0,170.0,172.5,1.5,3047
2019-01-03,11495187,1980878241,177.0,177.5,168.0,172.0,-5.5,6959
2019-01-03,8127716,1378727254,170.0,173.0,168.0,169.0,-3.0,4638
2019-01-03,10478390,1728673748,169.0,169.0,163.0,163.5,-5.5,6574
2019-01-03,5418286,895100190,165.0,166.5,164.0,165.0,1.5,3641
2019-01-03,7451459,1210583082,163.0,164.0,161.0,162.5,-2.5,4039
2019-01-03,5582579,919187035,165.0,165.5,163.5,165.0,2.5,3353
2019-01-03,3481014,572776796,165.5,165.5,163.5,163.5,-1.5,2176
2019-01-03,5448339,882325774,165.0,165.5,160.5,162.0,-1.5,3465
2019-01-03,6657744,1116834865,168.0,170.5,165.5,166.0,-2.0,4120
2019-01-03,10287291,1763522472,167.0,175.0,165.5,175.0,8.0,6623
2019-01-03,5425925,916115750,166.5,171.0,166.5,170.5,4.5,3339
2019-01-03,5433416,948488750,175.5,177.0,172.5,172.5,-2.5,3578
2019-01-03,7262401,1205184160,163.0,167.5,162.5,167.0,5.0,4190
2019-01-03,4011240,612500349,153.0,153.5,151.5,152.0,-1.0,2254
2019-01-03,2741689,350727381,129.0,129.0,126.0,129.0,0.5,2086
2019-01-03,2985579,385045395,129.5,130.5,127.0,128.5,-0.5,1957
2019-01-03,2759081,357933530,129.0,130.5,128.0,130.0,1.5,1890
2019-01-03,2239681,289706668,130.0,130.5,128.5,128.5,-1.5,1560
2019-01-03,3865030,506455930,130.0,132.0,129.0,132.0,3.5,2704
2019-01-03,8551103,1153695947,132.5,136.5,132.0,136.5,4.5,5635
2019-01-03,6088582,829983488,138.0,140.0,134.0,134.0,-2.5,4190
2019-01-03,3400023,458369105,134.5,136.0,133.0,136.0,2.0,2152
2019-01-03,4210706,575836448,136.0,138.5,134.5,134.5,-1.5,2800
2019-01-03,3739972,507630692,134.5,137.5,133.0,136.5,2.0,1910
2019-01-03,6219972,952945216,153.0,155.0,151.5,153.0,1.0,3880
2019-01-03,4506869,585872601,130.0,131.5,129.0,129.0,X0.00,2543
2019-01-03,5793219,894645542,153.0,156.0,151.5,156.0,3.0,3740
2019-01-03,3099913,424976116,137.0,138.0,136.0,137.5,1.0,1983
2019-01-03,5760380,761335540,134.0,135.0,129.0,133.0,-3.5,3746
2019-01-03,10660584,1463070008,133.0,139.5,131.5,138.0,5.0,6343
2019-01-03,1770185,230644640,131.0,131.5,129.0,130.0, 0.00,1185
2019-01-03,9577183,1322756120,134.0,141.0,133.0,140.5,2.5,6118
2019-01-03,15054713,2174786934,142.0,148.0,139.5,147.5,7.0,9360
2019-01-03,11035576,1633320400,145.0,151.0,144.5,151.0,3.5,6968
2019-01-03,13271915,2002359825,146.0,156.0,143.0,156.0,5.0,8409
2019-01-03,9423109,1422899278,153.0,154.0,149.0,149.0,-7.0,6190
2019-01-03,6444008,974786203,147.0,154.0,147.0,152.0,1.5,4217
2019-01-03,3836219,584172288,153.0,153.5,151.0,153.0,1.0,2363
2019-01-03,7333892,998410580,139.0,141.0,132.0,133.0,-4.5,4305
2019-01-03,3204648,426210504,133.0,135.0,131.0,134.0,1.0,1938
2019-01-03,3696341,500119198,132.0,137.0,131.5,136.5,2.5,2399
2019-01-03,4260794,644418692,153.0,153.0,149.0,150.5,1.5,2907
2019-01-03,9005547,1483396849,166.5,168.5,163.0,166.5, 0.00,6251
2019-01-03,8970848,1642880532,179.0,185.0,178.5,185.0,5.0,5579
2019-01-03,57549246,9767185058,173.0,173.5,166.0,170.0,-1.0,9623
2019-01-03,10612622,1746515630,169.0,169.0,163.0,163.5,-6.5,7407
2019-01-03,7832472,1263655992,163.5,165.0,160.0,160.0,-3.5,5349
2019-01-03,5817762,930544420,160.5,162.5,158.5,159.0,-1.0,4150
2019-01-03,5054735,794649365,160.0,160.5,154.5,158.0,-1.0,3026
2019-01-03,4424522,698019976,158.0,160.0,156.5,157.0,-1.0,2782
2019-01-03,5252270,904428066,172.0,174.0,169.5,173.0,2.0,3216
2019-01-03,8206276,1332282387,159.5,165.0,159.0,164.5,7.0,5069
2019-01-03,10010394,1622125828,166.5,166.5,159.5,160.5,-4.0,5666
2019-01-03,7461907,1221720655,161.5,165.5,159.5,164.5,4.0,4616
2019-01-03,6333384,1057361922,168.0,169.5,165.0,166.5,-2.5,4092
2019-01-03,3948401,650198165,164.0,166.0,163.0,164.5, 0.00,2400
2019-01-03,7233721,1225734291,168.0,171.0,167.0,171.0,4.5,4429
2019-01-03,6406117,1017576986,157.0,161.5,156.5,157.5,0.5,3836
2019-01-03,4385294,721252216,166.0,166.5,163.0,164.0,-1.5,2736
2019-01-03,4844839,782032418,158.5,163.0,158.0,162.5,5.0,3371
2019-01-03,4486915,710227570,161.0,162.0,157.0,157.5,-2.5,3182
2019-01-03,4271745,679476056,160.0,161.0,158.0,160.0,-0.5,3224
2019-01-03,6905609,1120335341,168.5,168.5,160.0,160.5,-7.5,4874
2019-01-03,4473850,734522750,165.0,166.0,163.0,165.5,1.0,2728
2019-01-03,3579693,600586617,168.5,168.5,166.0,168.5,1.5,2230
2019-01-03,1973129,328129672,166.5,167.0,165.5,167.0,1.5,1346
2019-01-03,2127719,358410792,169.5,170.0,167.0,168.0,-0.5,1464
2019-01-03,3263832,540616112,166.0,167.0,164.0,165.5,-0.5,2210
2019-01-03,4742616,789940756,167.5,168.0,165.0,166.0,-0.5,2664
2019-01-03,3107515,514609735,165.0,166.5,163.5,166.5,2.0,2108
2019-01-03,3147831,516588453,165.0,165.5,162.5,164.5,0.5,1620
2019-01-03,5138985,871918956,173.0,173.0,168.0,169.0,-4.0,3618
2019-01-03,7060205,1338678331,193.5,193.5,186.0,190.0,-5.0,5049
2019-01-03,7744763,1337648736,177.0,178.0,171.0,171.0,-7.0,5146
2019-01-03,7348178,1365955507,187.0,189.5,183.5,186.5,1.5,5075
2019-01-03,8943136,1715985884,186.5,195.0,186.0,195.0,8.5,5846
2019-01-03,8114547,1448083819,174.5,181.5,174.5,177.0,4.5,5287
2019-01-03,7744595,1443219765,188.5,189.5,184.5,187.0,-3.0,4801
2019-01-03,7708763,1458806319,187.5,190.5,187.5,189.5,2.5,2864
2019-01-03,2477381,464293747,189.0,189.5,186.0,187.0,-2.5,1764
2019-01-03,4525105,857584740,188.5,191.5,187.5,188.5,1.5,2690
2019-01-03,2759422,523730381,188.5,191.5,187.5,191.0,2.5,2028
2019-01-03,3337081,629492264,191.0,192.0,187.0,188.5,-2.5,2489
2019-01-03,2201563,412721618,189.0,189.0,185.5,188.0,-0.5,1651
2019-01-03,2028253,383931564,188.5,191.0,188.0,189.0,1.0,1452
2019-01-03,6810268,1249216544,189.0,189.0,181.0,182.5,-6.5,5002
2019-01-03,6502812,1191608996,183.5,187.5,181.0,182.5, 0.00,4493
2019-01-03,4190091,768471562,183.0,186.0,181.5,181.5,-1.0,2996
2019-01-03,10903519,1916272844,182.0,183.0,173.5,174.5,-7.0,7049
2019-01-03,12176572,2088964528,175.5,177.5,168.5,173.0,-1.5,7887
2019-01-03,6847913,1201548101,174.5,177.0,173.0,175.5,2.5,3834
2019-01-03,8506073,1522294169,177.0,181.0,176.0,180.5,5.0,5154
2019-01-03,11554545,2002091086,177.0,177.0,171.0,174.0,-6.5,6992
2019-01-03,14182026,2498865998,176.5,181.0,172.0,172.0,-2.0,7987
2019-01-03,6402597,1112092781,172.0,176.0,170.5,173.0,1.0,4201
2019-01-03,7419478,1281606106,175.0,176.0,169.0,174.0,1.0,5012
2019-01-03,6040420,1061808420,176.0,178.0,174.0,176.0,2.0,3911
2019-01-03,4750090,835810289,174.0,178.5,173.5,175.5,-0.5,3300
2019-01-03,4984762,883633748,176.5,178.5,174.5,178.0,2.5,3165
2019-01-03,4227827,556886071,131.5,133.0,129.5,133.0,3.0,2575
2019-01-03,6205444,1111302476,178.0,181.0,176.5,180.0,3.0,4227
2019-01-03,2612226,338223034,129.5,130.5,128.5,128.5,-0.5,1838
2019-01-03,3498567,571130488,163.5,165.0,160.5,164.0,1.5,2487
2019-01-03,7994536,1401981627,173.0,178.0,172.5,177.5,5.0,4579
2019-01-03,3958183,512938377,129.5,131.0,128.0,130.5,0.5,2589
2019-01-03,8321438,907125003,109.5,110.5,107.5,108.0,-0.5,4104
2019-01-03,5556315,596805850,107.5,108.5,106.5,107.0,-1.0,3096
2019-01-03,4196699,444804594,107.0,108.0,105.0,105.5,-1.5,2623
2019-01-03,6431552,677748012,104.5,107.0,103.5,106.5,1.0,3538
2019-01-03,5929104,632057628,105.0,108.5,104.5,108.0,1.5,2621
2019-01-03,3144120,338818460,107.0,108.5,106.5,108.5,0.5,1845
2019-01-03,3276024,352246568,109.0,109.5,106.0,106.0,-2.5,1874
2019-01-03,4496400,487888200,107.0,109.5,106.0,109.0,3.0,2842
2019-01-03,3716451,406389971,110.5,111.0,107.5,108.0,-1.0,2513
2019-01-03,5756991,635825504,108.0,112.0,108.0,110.0,2.0,3699
2019-01-03,10888210,1174096763,107.0,109.0,105.0,108.5,2.0,5880
2019-01-03,14311978,1497861143,101.0,107.0,101.0,106.5,4.5,8097
2019-01-03,7042301,760317008,108.0,109.5,105.5,108.5,0.5,3930
2019-01-03,20463335,2382666980,111.5,119.0,110.5,118.5,8.5,10673
2019-01-03,11522352,1384536536,120.0,122.5,117.0,118.5, 0.00,6193
2019-01-03,5252085,620104143,117.0,120.0,115.5,120.0,1.5,3222
2019-01-03,11652381,1433281720,121.0,126.0,120.0,121.0,1.0,7490
2019-01-03,4509759,542822580,121.5,122.0,119.0,121.0, 0.00,2826
